name,locality,rating,reviews,mps_score,fee_range,specialization,top_praise,top_complaint,sentiment_pct,address,google_maps_url,source
Svasthi Physiotherapy and Spine Care center - SSpineX,Kengeri,4.9,274,11.95,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"No. 23, S L Naik Complex, Kengeri Ring Rd, RR Layout, Jnana Jyothi Nagar, Nagadevana Halli, Bengaluru, Karnataka 560056, India",https://www.google.com/maps/place/?q=place_id:ChIJ463e25o_rjsRvMjRxAYkHMk,Official Google Places API
Physiotattva Physiotherapy Clinic and Chiropractor | Bellandur,Kadubeesanahalli,4.8,273,11.7,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"434/9, Next Nelivigi Eye Hospital, 3 rd floor 449, Outer Ring Rd, Bellandur, Bengaluru, Karnataka 560103, India",https://www.google.com/maps/place/?q=place_id:ChIJcx149uoTrjsRYQNXOoOV56o,Official Google Places API
Actilife Physiotherapy Clinic & Sports Rehab,Bellandur,4.9,266,11.89,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"4th Floor, Sobha Lakeview Club House, 95/2, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103, India",https://www.google.com/maps/place/?q=place_id:ChIJ13H4vnMTrjsRJ95uuRTSc04,Official Google Places API
Shekar's Physiocare Physiotherapy & Fitness Center,BTM Layout,4.9,265,11.88,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"No 57, Lakshmi Nivas, 19th d cross, 7th Main Rd, Mahadeshwara Nagar, BTM Layout 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India",https://www.google.com/maps/place/?q=place_id:ChIJCdg5eOIUrjsRCOGWr0VQUWk,Official Google Places API
Physio Chiro Nexus,Varthur,5.0,264,12.12,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Plot no 239/5 , Gunjur Village, Varthur - Sarjapur Rd, Varthur, Bengaluru, Karnataka 560087, India",https://www.google.com/maps/place/?q=place_id:ChIJYS1rn5YfJAwRvhoPaXHxJyM,Official Google Places API
Care plus physiotherapy centre-Madiwala,BTM Layout,4.9,262,11.86,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"19th A Main, Sri, 13th Cross, Venkateshwara layout, Chikka Madivala, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560068, India",https://www.google.com/maps/place/?q=place_id:ChIJuf-2o88VrjsRaR0rxuJmfUc,Official Google Places API
Physiostra - Best Physiotherapy & Chiropractic Clinic,HSR Layout,4.7,261,11.37,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"1st floor, 1322, 24th Main Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India",https://www.google.com/maps/place/?q=place_id:ChIJ56CW3joVrjsRVB-LV17lcY0,Official Google Places API
ReLiva Physiotherapy & Rehab: Electronic City,Electronic City Phase 1,4.9,260,11.84,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Apollo Clinic, Neeladri Rd, Karuna Nagar, Electronic City Phase I, Electronic City, Doddathoguru, Karnataka 560100, India",https://www.google.com/maps/place/?q=place_id:ChIJo3GHzhBrrjsRRmyh_a4dNNc,Official Google Places API
"Advanced Physiotherapy Centre, Banashankari, Bangalore",Banashankari,4.9,260,11.84,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"42/41, Ground floor, Lalitha Anugraha 13th Main, 13th Cross Road, Nisarga Layout, Padmanabhanagar, Bengaluru, Karnataka 560070, India",https://www.google.com/maps/place/?q=place_id:ChIJ69hTzSo-rjsRV2IoDU2cl_Q,Official Google Places API
Balance Plus Physiotherapy Clinic - Koramangala Bangalore,Koramangala,4.9,256,11.81,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"7/22, NMR enclave, Ejipura, main Road, near Ejipura, signal, Koramangala, Bengaluru, Karnataka 560047, India",https://www.google.com/maps/place/?q=place_id:ChIJrSnmghUVrjsRUi2-SpWKMzA,Official Google Places API
FITBULLS PRO PHYSIOTHERAPY AND SPORTS PERFORMANCE CENTER,Nagarbhavi,4.9,256,11.81,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"607, 2ND FLOOR, opposite to HDFC Bank, Vinayaka Layout, 2 Stage, Nagarbhavi, Bengaluru, Karnataka 560072, India",https://www.google.com/maps/place/?q=place_id:ChIJLVA7u4E-rjsRfWs9Dx6KimA,Official Google Places API
"Dr Amit's Impact Physiotherapy And Pain Management Clinic , Cold LASER Clinic",BTM Layout,4.7,255,11.32,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"No 771, Ground Floor, 16th Main Rd, opposite ICICI Bank, near Amma's Cake Shop, Mahadeshwara Nagar, BTM Layout 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India",https://www.google.com/maps/place/?q=place_id:ChIJeRinRP0UrjsR6UsnJCYRq4I,Official Google Places API
PhysioPath,Kammanahalli,4.9,253,11.78,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Second Floor, 437/c, 5th Cross Rd, opp. BDA Complex, HBR Layout 2nd Block, 1st Stage, HBR Layout, Bengaluru, Karnataka 560043, India",https://www.google.com/maps/place/?q=place_id:ChIJkS1S_ZIXrjsRufNDRBs8rcQ,Official Google Places API
Jayanti Physiotherapy Clinic,Nagarbhavi,5.0,251,12.01,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"between Bharat petrol Pump and Sangeetha Mobile store, 26, 7th Cross Rd, Dasarahalli, Jnananjyothinagar, Muneshwaranagar, Jnana Ganga Nagar, Bengaluru, Karnataka 560056, India",https://www.google.com/maps/place/?q=place_id:ChIJd6dYZ0Q_rjsR4cxpUxAwURY,Official Google Places API
SwastyaPhysio Spine and Physiotherapy Clinic,Kammanahalli,4.6,250,11.04,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"1st Floor, part 2, SwastyaPhysio 829, 3rd Cross Rd, HRBR Layout 1st Block, 1st block, Kalyan Nagar, Bengaluru, Karnataka 560043, India",https://www.google.com/maps/place/?q=place_id:ChIJM8XyPlQXrjsRncJ2tcga1b4,Official Google Places API
Movement Maneuver Physiotherapy Clinic,C V Raman Nagar,5.0,240,11.91,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"2nd Cross Rd, LBS Nagar, Kaggadasapura, Bengaluru, Karnataka 560017, India",https://www.google.com/maps/place/?q=place_id:ChIJc__KIgoRrjsRRCrSwzDZLDQ,Official Google Places API
Health Vision Physiotherapy and Rehabilitation,Jayanagar,4.9,235,11.63,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"2147, E End C Main Rd, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041, India",https://www.google.com/maps/place/?q=place_id:ChIJNba7LgAVrjsRnPNk83E8kEk,Official Google Places API
AMRITA PHYSIOTHERAPY & PAIN RELIEF CLINIC,Banashankari,4.8,235,11.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"283/A, and, 284, 6th A Cross Rd, 2nd Block, Phase 1, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560050, India",https://www.google.com/maps/place/?q=place_id:ChIJX5iAZyE-rjsRDs0Gyde1AHA,Official Google Places API
Dr Pooja's Physiotherapy Clinic,Sarjapur Road,4.8,230,11.35,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Infront of Newark Springs, beside Play arena, Kasavanahalli, Valliyamma Layout, Bengaluru, Karnataka 560035, India",https://www.google.com/maps/place/?q=place_id:ChIJm37tvpkTrjsRynhO4Vmg56Q,Official Google Places API
Spectrum Physio Centre,Hoodi,4.7,229,11.1,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"29, ITPL Main Rd, Hoodi, Doddanakundi Industrial Area 2, Devasandra Industrial Estate, Mahadevapura, Bengaluru, Karnataka 560048, India",https://www.google.com/maps/place/?q=place_id:ChIJSZZMNdEVrjsRBFFqeJue9-E,Official Google Places API
Omniphysiocare Physiotherapy Clinic | Brookfield,Kundalahalli,4.8,229,11.34,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"298, 8th Main Rd, BEML Layout 6th Stage, BEML Layout, Brookefield, Bengaluru, Karnataka 560066, India",https://www.google.com/maps/place/?q=place_id:ChIJXUrk5pgTrjsRIJnIEF5G_os,Official Google Places API
Zero Pain Physiotherapy Clinic & Sports Rehab - Electronic City Phase II,Electronic City Phase 1,4.8,228,11.33,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"6/78, 1st Main 4th Cross, Narayana Reddy Layout Electronic City Phase- 2, Muniswamy Layout, Narayana Reddy Layout, Konappana Agrahara, Electronic City, Konappana Agrahara, Karnataka 560100, India",https://www.google.com/maps/place/?q=place_id:ChIJ6Qlb8v4BDTkRyQKyXpVctgk,Official Google Places API
Balance Plus Physiotherapy Clinic - HSR Layout,HSR Layout,4.9,224,11.53,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"23rd cross, 13th Main Rd, 7th Sector, HSR Layout, Bengaluru, Karnataka 560102, India",https://www.google.com/maps/place/?q=place_id:ChIJLU31gIwVrjsRVThy6kqtUws,Official Google Places API
EXERCISE CURE-Best physiotherapy center,Hebbal,5.0,223,11.75,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"3/1-4, 1st cross, 1st Main Rd, near BBMP Public school, Papanna Block, Ganganagar, AK Colony, RT Nagar, Bengaluru, Karnataka 560032, India",https://www.google.com/maps/place/?q=place_id:ChIJ6VcnpLkXrjsRGYcIH9XC9hA,Official Google Places API
Osteo Physiotherapy Clinic,Kengeri,4.9,223,11.52,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"2085, 1st Main Rd, Stage II, Kengeri Satellite Town, Bengaluru, Karnataka 560060, India",https://www.google.com/maps/place/?q=place_id:ChIJX4AiBts-rjsRFpwnO_gjIXU,Official Google Places API
MOVE MORE Physiotherapy & Sports injury Spine Rehab center,Hoodi,5.0,223,11.75,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"10, Anugraha Arcade, anugraha layout, Kodigehalli Main Rd, Ayyappa Nagar, Krishnarajapuram, Bengaluru, Karnataka 560048, India",https://www.google.com/maps/place/?q=place_id:ChIJacTThgMRrjsR0hglQ7ne8ls,Official Google Places API
Home visit physiotherapy,Banashankari,5.0,222,11.74,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"40/43, 5th Cross Rd, Thimmarayagowda Layout, Ittamadu, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085, India",https://www.google.com/maps/place/?q=place_id:ChIJIQwUaW4_rjsRTGo2FZaRZqA,Official Google Places API
Padmavathi Physiotherapy Centre,Basaveshwaranagar,4.9,219,11.48,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"HVR Complex, Magadi Main Rd, opp. Checkpost, HVR Layout, Prashanth Nagar, Vijayanagar, Bengaluru, Karnataka 560079, India",https://www.google.com/maps/place/?q=place_id:ChIJVVURU8E9rjsRqUJqsprNieI,Official Google Places API
Rejoice Physiotherapy And Rehabilitation Center,C V Raman Nagar,4.9,217,11.46,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Shop No:- 1, Dr Rajkumar Rd, KG Colony, GM Palya, New Thippasandra, Bengaluru, Karnataka 560075, India",https://www.google.com/maps/place/?q=place_id:ChIJAbn5ylcRrjsR0VqFsXjxMbo,Official Google Places API
Sri Ganapathi Orthopaedic & Physiotherapy Clinic,RR Nagar,5.0,217,11.69,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"22, T. R. Plaza, 2nd Cross, 5th Cross Rd, near med plus and namdhari fresh, near double road, Shankarappa Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",https://www.google.com/maps/place/?q=place_id:ChIJt5n8r2Y_rjsR7HFs1nHmb5g,Official Google Places API
Spandana Physiotherapy Center,HSR Layout,5.0,216,11.68,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Park Ground Floor, Room No 1 Building. 291/A 10th Main, Village, Yellukunte 2nd Cross, near ITI Layout, ITI Layout, Hosapalaya, HSR Layout, Bengaluru, Karnataka 560068, India",https://www.google.com/maps/place/?q=place_id:ChIJg-RuOoIUrjsRZoplFff0id0,Official Google Places API
YOS Sports Health Specialists - Physiotherapy Clinic in Sahakarnagar,Sahakarnagar,4.9,216,11.45,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"91, Sporting company- Sports and Health centre, Kodigehalli - Thindlu Main Rd, opposite Vidya Spoorthi School and Bharat Petroleum station, Sir MV Layout, Dhanalakshmi Layout, Virupakshapura, Bengaluru, Karnataka 560097, India",https://www.google.com/maps/place/?q=place_id:ChIJsdGdiHQZrjsRfc7Vv6luADg,Official Google Places API
Medex Spine Care and Physiotherapy Rehabilitation,Vijayanagar,4.8,215,11.21,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"156E, 17th Main Rd, SBI Staff Colony, Hoshalli Extension, Stage 1, Vijayanagar, Bengaluru, Karnataka 560040, India",https://www.google.com/maps/place/?q=place_id:ChIJdSVa4uc9rjsR7tStmgEgvNk,Official Google Places API
Dr Meghna Physiotherapist (S R Health Care AECS Layout),Kundalahalli,4.9,213,11.42,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"No 609, Child and Family Health Care, Laxmi Chambers, S R, opp. Kanti Sweets, AECS Layout - C Block, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",https://www.google.com/maps/place/?q=place_id:ChIJAwP65oYTrjsRMmukDMGqUsc,Official Google Places API
ReLiva Physiotherapy & Rehab,JP Nagar,4.9,212,11.41,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Puttenahalli, Apollo Clinic, 35, Brigade Millenium Rd, Ramaiah Garden, JP Nagar, J. P. Nagar, Bengaluru, Karnataka 560078, India",https://www.google.com/maps/place/?q=place_id:ChIJ6UTay3kVrjsRlva8FZS_tm4,Official Google Places API
GM PHYSIOTHERAPY - Pain Management And Rehabilitation | PHYSIOTHERAPY | PHYSIOTHERAPIST,Nagarbhavi,4.9,212,11.41,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"2387, D-Group Layout, Muddinapalya main road Giddadakonenahalli, Nagarbhavi, MPM Layout, ITI Employees Layout, Annapurneshwari Nagar, Bengaluru, Karnataka 560091, India",https://www.google.com/maps/place/?q=place_id:ChIJWQ-EXQw9rjsRMt6OreUinlM,Official Google Places API
J.P Nagar Medical And Physiotherapy Centre - JP Nagar Branch,JP Nagar,4.7,210,10.92,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"1st Floor, No. 2/8, Puttenahalli Rd, opposite Govt. Primary School, Puttenahalli, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",https://www.google.com/maps/place/?q=place_id:ChIJ72s2qkEVrjsRfxIKfHXdEI0,Official Google Places API
RR Physio First,RR Nagar,4.9,210,11.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"85, 1, 1 PHASE, MAIN, 3rd Cross Rd, 5 Stage, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",https://www.google.com/maps/place/?q=place_id:ChIJ7XMqNEU_rjsRMKUGXWD8cUE,Official Google Places API
HealZone Physiocare (BTM Layout) - Physiotherapy Clinic,BTM Layout,4.9,209,11.38,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"80, 1st Cross Rd, near metro pillar 124, beside Mico Layout Bus Stop, 2nd Main, Vysya Bank Colony, BTM Layout 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India",https://www.google.com/maps/place/?q=place_id:ChIJ-5GXeBUVrjsR0VkUnZPprfY,Official Google Places API
Physioji Advanced Physiotherapy,HSR Layout,5.0,207,11.59,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"639, 22nd A Main Rd, 2nd Sector, Garden Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India",https://www.google.com/maps/place/?q=place_id:ChIJPyUT15kVrjsRbD6cY7KKefg,Official Google Places API
Spectrum Physio Centre - Kaggadasapura,C V Raman Nagar,4.6,207,10.66,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"# 5, 10th Cross, Kaggadasapura Main Rd, C V Raman Nagar, Bengaluru, Karnataka 560093, India",https://www.google.com/maps/place/?q=place_id:ChIJKaMj2EkRrjsRayMINwdmymI,Official Google Places API
Stairs Physiotherapy and Fitness Kormangala,Koramangala,4.8,205,11.11,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"above Tim hortons, 577, 8th Block, 80 Feet Rd, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://www.google.com/maps/place/?q=place_id:ChIJkcf57j8VrjsRWgiTDsueh18,Official Google Places API
Physio Aalaya | Physiotherapy Rehabilitation & Postural Analysis/Correction Bangalore,JP Nagar,5.0,205,11.57,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"4th floor, Om tower, 32, Kothnur Dinne Main Rd, Kothnur, RBI Layout, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",https://www.google.com/maps/place/?q=place_id:ChIJPe0PoVom6WIRYV8nPINaaFM,Official Google Places API
G K Physiotherapy Clinic,RR Nagar,4.9,202,11.31,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"262,Mayya Complex, 1st floor, 8th Cross Rd, Remco Bhel Layout, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",https://www.google.com/maps/place/?q=place_id:ChIJwU1QtlQ-rjsRxe2Cq_7-uwc,Official Google Places API
Doctor physio,Sarjapur Road,4.9,199,11.28,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"17/1, bus stop, Sarjapur Main Rd, near Kaikondrahalli, Carmelram post, Kaikondrahalli, Bengaluru, Karnataka 560035, India",https://www.google.com/maps/place/?q=place_id:ChIJQRi1_kOihEcRQ97-ne5T3l4,Official Google Places API
LiveActiv Physiotherapy and Rehabilitation Zone,JP Nagar,5.0,197,11.48,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"No # 644, 3rd Floor, above Biggies Burger 1st Cross Road, RBI Layout, 7th Phase J P Nagar, Gate No 2, opp. Elita Promenade, RBI Layout, Appt, J. P. Nagar, Bengaluru, Karnataka 560078, India",https://www.google.com/maps/place/?q=place_id:ChIJu97LktkVrjsRxCyoS2e2feo,Official Google Places API
Aaditi Physiotherapy And Rehabilitation Center,JP Nagar,5.0,194,11.45,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"325, 33rd Main Rd, Phase 6, KR Layout, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078, India",https://www.google.com/maps/place/?q=place_id:ChIJdSeRtU8VrjsR3Ex9Q_ysqbo,Official Google Places API
Zelus Best Physiotherapy at Home - Bangalore | Home Visits,BTM Layout,4.9,194,11.22,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"1206, 16th Main Rd, Mahadeshwara Nagar, BTM Layout 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India",https://www.google.com/maps/place/?q=place_id:ChIJYwx-Y-kXrjsRV4IXYe2wBYI,Official Google Places API
The Physio Human Performance,Sadashivanagar,4.7,194,10.76,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"1st Floor, Princeton Court, 372, 13th Cross Rd, Sadashiva Nagar, Armane Nagar, Bengaluru, Karnataka 560080, India",https://www.google.com/maps/place/?q=place_id:ChIJfd9gtDoWrjsRBxYHpsU7MG8,Official Google Places API
CB Physiotherapy,Whitefield,4.7,193,10.75,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Room No. 1, 4th Floor, Site no. 209, Saranya Square, Opp Fippola Ramagondahanalli, Varthur, Hobli, Palm Meadows, Siddapura, Whitefield, Bengaluru, Karnataka 560066, India",https://www.google.com/maps/place/?q=place_id:ChIJZyNgzA4TrjsRCKUqnDW63BQ,Official Google Places API
The Urban Physio Care - Clinic & Home Care Service in Bellandur & Sarjapur Road,Bellandur,4.9,191,11.19,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Sy. No. 14, Sarjapur Main Rd, opp. to Fire Station, near Anand Sweets, Haralur, Ambalipura, Kaikondrahalli, Bengaluru, Karnataka 560035, India",https://www.google.com/maps/place/?q=place_id:ChIJS9scPbUTrjsRK2xtJW05eTk,Official Google Places API
RRVJS Physio Care,Rajajinagar,4.9,190,11.18,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"13, 72nd Cross Rd, 5 Block, Rajajinagar, Bengaluru, Karnataka 560010, India",https://www.google.com/maps/place/?q=place_id:ChIJv8PwDPE9rjsRVA1GdhV_pRM,Official Google Places API
"Kayuv Physio Plus Physiotherapy Clinic | Physiotherapy, Rehabilitation and Pain Management Centre | Kundalahalli, Bangalore",Old Airport Road,4.8,190,10.95,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Q 001 Sriram Samruddhi Appartment Opp to apollo clinic White Field, Varthur Main Rd, Kundalahalli, At, Bengaluru, Karnataka 560066, India",https://www.google.com/maps/place/?q=place_id:ChIJF6u3pDkSrjsRRTSNfIaPeDw,Official Google Places API
Movement Matters Physiotherapy Centre,RR Nagar,4.9,190,11.18,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"86, ground floor, 13th Cross Rd, Ideal Homes Layout, Ideal Homes Twp, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",https://www.google.com/maps/place/?q=place_id:ChIJdQPmGUA_rjsRXCJNJ6D3VHQ,Official Google Places API
SAMS PHYSIOTHERAPY CLINIC Dr. Kunjal Rajan Samtani (PT) - Orthopaedic and Sports Rehabilitation Specialist,JP Nagar,5.0,188,11.38,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"vasavi charitable trust, 9, apartments, opp. L & T SOUTH CITY, Arekere MICO Layout 2nd stage, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560076, India",https://www.google.com/maps/place/?q=place_id:ChIJQbSwWvAVrjsRyWtP8fpm75Y,Official Google Places API
